,id,ano,sentiment
18441,493220,2017,Mostly Positive
18442,608800,2017,Very Positive
18443,522080,2017,6 user reviews
18444,593271,2017,2 user reviews
18445,547150,2017,Mixed
18446,464830,2017,Mixed
18448,580560,2017,7 user reviews
18450,600860,2017,Positive
18451,610610,2017,Positive
18452,604640,2017,2 user reviews
18455,600850,2017,Mostly Positive
18456,600840,2017,Positive
18459,600880,2017,Positive
18460,600890,2017,Very Positive
18461,600900,2017,Very Positive
18462,581490,2006,Positive
18463,600910,2017,7 user reviews
18464,613660,2017,2 user reviews
18465,600920,2017,Positive
18466,600930,2017,Very Positive
18467,612170,2017,6 user reviews
18468,600940,2017,6 user reviews
18469,600950,2017,Mostly Positive
18470,600960,2017,Positive
18471,440200,2017,5 user reviews
18472,609760,2017,Positive
18473,600970,2017,Positive
18476,494170,2017,Positive
18477,572800,2017,Positive
18481,602880,2017,5 user reviews
18482,575710,2017,7 user reviews
18484,613610,2017,8 user reviews
18485,390620,2017,1 user reviews
18486,529140,2017,3 user reviews
18487,560080,2017,2 user reviews
18497,615200,2017,1 user reviews
18498,312520,2017,Very Positive
18499,562800,2017,Mixed
18500,588430,2017,Very Positive
18501,569200,1989,2 user reviews
18504,607380,2017,Mostly Positive
18505,615720,2011,1 user reviews
18506,616130,2017,5 user reviews
18508,616350,2017,3 user reviews
18509,614900,2017,Mixed
18510,609200,2017,7 user reviews
18512,548130,2017,Positive
18514,602450,2017,Mixed
18519,606030,2017,2 user reviews
18522,530510,2017,Positive
18526,605510,2017,Positive
18528,590175,2017,2 user reviews
18529,608460,2015,Positive
18531,590172,2017,1 user reviews
18533,548821,2017,2 user reviews
18534,600120,2017,Mostly Positive
18535,562870,2017,3 user reviews
18538,563103,2017,6 user reviews
18540,563104,2017,3 user reviews
18541,581220,2017,Mixed
18542,365360,2017,Very Positive
18543,404590,2017,Mixed
18545,365380,2017,9 user reviews
18546,607780,2017,2 user reviews
18547,613240,1995,Positive
18548,578900,2017,Very Positive
18549,468737,2017,Positive
18550,602180,2017,2 user reviews
18552,506971,2017,Very Positive
18553,492290,2017,Mostly Positive
18554,612810,2017,Mixed
18555,610070,2017,3 user reviews
18556,591380,2017,Very Positive
18557,598020,2017,Mixed
18558,599460,2017,Very Positive
18561,543010,2017,Mixed
18562,569686,2017,7 user reviews
18563,569685,2017,7 user reviews
18564,569687,2017,Positive
18568,544330,2017,Very Positive
18569,589420,2017,Positive
18570,606970,2017,Very Positive
18571,461340,2017,6 user reviews
18572,603260,2017,Very Positive
18573,598470,2017,Mixed
18574,465650,2017,Very Positive
18576,575670,2017,Positive
18578,595970,2017,3 user reviews
18579,507300,2017,Mixed
18580,582230,2017,1 user reviews
18581,614080,2017,1 user reviews
18582,590570,2017,1 user reviews
18584,600600,2017,Mostly Positive
18586,610970,2017,4 user reviews
18589,569700,2017,Very Positive
18590,593330,2017,Mostly Positive
18591,522230,2017,Mixed
18592,605530,2017,Mostly Positive
18593,580710,2017,Very Positive
18596,580010,2017,2 user reviews
18597,612900,2017,Mostly Positive
18608,603510,2017,Positive
18609,610490,2017,Mixed
18610,548220,2017,2 user reviews
18611,602120,2017,Positive
18612,521740,2017,2 user reviews
18614,545010,2017,4 user reviews
18615,562730,2017,7 user reviews
18616,521730,2017,8 user reviews
18617,608680,2017,Mixed
18618,514460,2017,Mixed
18620,604140,2017,Mixed
18621,602472,2017,Positive
18622,602470,2017,4 user reviews
18623,599900,2017,Mixed
18624,602471,2017,Mixed
18625,563850,2017,Very Positive
18627,590420,2017,Mixed
18628,595020,2017,1 user reviews
18629,497710,2017,4 user reviews
18631,606320,2017,1 user reviews
18632,606321,2017,2 user reviews
18634,578920,2017,Mixed
18635,596880,2017,6 user reviews
18636,611320,2017,Positive
18637,514290,2017,Mixed
18638,610820,2017,Positive
18639,597090,2017,2 user reviews
18640,502730,2017,1 user reviews
18641,594750,2017,Mostly Positive
18643,449510,2017,Positive
18647,581340,2017,6 user reviews
18649,583850,2017,9 user reviews
18658,601850,2017,1 user reviews
18659,546070,2017,Positive
18662,607680,2017,Mixed
18663,583010,2009,Very Positive
18664,605520,2017,Mostly Positive
18665,443890,2017,Positive
18668,575940,2017,Positive
18669,603790,2017,Positive
18670,568040,2017,Positive
18671,577030,2017,1 user reviews
18672,575630,2017,8 user reviews
18673,585260,2017,Positive
18674,567250,2017,3 user reviews
18675,596890,2014,Positive
18676,576380,2017,1 user reviews
18677,596910,2013,Positive
18679,365160,2017,Very Positive
18680,596540,2017,Mixed
18684,610100,2016,Positive
18685,550990,2017,Positive
18686,582890,2017,Mostly Positive
18687,524220,2017,Very Positive
18688,608420,2017,6 user reviews
18689,425460,2017,Mixed
18690,492150,2017,Mostly Positive
18691,583270,2017,Positive
18692,565490,2017,1 user reviews
18693,608560,2017,Very Positive
18695,592120,2017,8 user reviews
18696,555260,2017,Mixed
18697,555280,2017,Mixed
18700,567080,2017,Positive
18701,515260,2017,Mostly Positive
18702,317370,2017,Positive
18703,578850,2017,Very Positive
18704,477020,2017,8 user reviews
18705,556212,2017,Mixed
18706,556213,2017,Mostly Positive
18707,592460,2017,Very Positive
18708,597170,2017,Overwhelmingly Positive
18709,500790,2017,2 user reviews
18710,486690,2017,Very Positive
18711,608730,2018,3 user reviews
18724,562640,2017,Mixed
18727,509560,2017,Mostly Positive
18728,580990,2017,Mixed
18729,444290,2017,Negative
18730,496520,2017,1 user reviews
18731,532290,2016,Positive
18733,598620,2017,5 user reviews
18734,601930,2017,8 user reviews
18735,555700,2017,Mixed
18740,539340,2017,Positive
18741,604580,2017,4 user reviews
18742,593052,2017,5 user reviews
18743,570363,2017,6 user reviews
18744,549680,2017,Positive
18749,597970,2017,Very Positive
18751,416530,2017,Positive
18753,586010,2017,2 user reviews
18754,415300,2017,Mostly Positive
18755,604780,2017,Mostly Positive
18756,606860,2017,Mixed
18758,355280,2014,Mostly Positive
18759,608450,2014,1 user reviews
18760,606060,2017,6 user reviews
18761,413040,2017,1 user reviews
18762,594550,2017,Mostly Positive
18764,569810,2017,Positive
18765,414760,2017,5 user reviews
18766,563390,2017,5 user reviews
18767,595160,2017,5 user reviews
18769,602890,2017,Mixed
18771,578710,2015,1 user reviews
18773,600550,2017,Mostly Negative
18774,574280,2017,3 user reviews
18776,563270,2017,8 user reviews
18777,501600,2017,4 user reviews
18782,587920,2017,Mostly Positive
18784,598390,2017,Positive
18787,569970,2017,Mixed
18788,570370,2017,4 user reviews
18789,419650,2017,Positive
18790,564810,2016,Positive
18792,433900,2017,Mixed
18793,605030,2017,5 user reviews
18794,602790,2017,3 user reviews
18795,537170,2017,1 user reviews
18797,604601,2017,2 user reviews
18798,604610,2017,2 user reviews
18799,604602,2017,2 user reviews
18801,604090,2017,3 user reviews
18803,605430,2017,1 user reviews
18804,512900,2017,Overwhelmingly Positive
18805,604600,2017,2 user reviews
18806,594700,2017,Positive
18808,593850,2017,Positive
18810,580831,2017,2 user reviews
18811,580833,2017,Positive
18812,580832,2017,Positive
18813,603810,2017,Positive
18814,593200,2017,Very Positive
18815,596620,2012,Positive
18816,435100,2017,Mostly Positive
18817,602780,2017,Positive
18819,576110,2017,4 user reviews
18821,596370,2017,Positive
18822,568780,2017,Mixed
18824,604450,2017,Very Positive
18825,591970,2017,6 user reviews
18827,446610,2017,Mixed
18828,603570,2017,Positive
18829,604810,2017,Mostly Negative
18831,536578,2017,1 user reviews
18832,446810,2017,Very Positive
18833,604570,2017,Mixed
18834,513110,2017,6 user reviews
18835,577390,2017,Very Positive
18836,579870,2017,2 user reviews
18837,598610,2017,Mixed
18840,542870,2017,8 user reviews
18841,574270,2017,Mostly Positive
18843,580830,2017,Positive
18844,603190,2017,Mostly Positive
18845,605690,2017,1 user reviews
18849,603220,2017,2 user reviews
18852,597120,2016,4 user reviews
18853,605410,2017,3 user reviews
18854,600410,2017,Mostly Positive
18855,500272,2017,Very Positive
18856,603090,2017,7 user reviews
18857,588190,2017,Mixed
18859,513095,2017,1 user reviews
18861,556226,2017,3 user reviews
18862,577910,2017,Positive
18864,463792,2017,Positive
18865,397060,2017,Very Positive
18866,574570,2017,Mostly Positive
18867,601530,2017,Very Positive
18869,593410,2017,Positive
18870,595940,2017,3 user reviews
18871,338640,2017,Mixed
18872,586970,2017,Mostly Positive
18873,448186,2017,Mostly Positive
18878,573540,2017,6 user reviews
18882,573546,2017,3 user reviews
18889,600740,2017,9 user reviews
18890,583490,2017,Mostly Positive
18891,572720,2014,1 user reviews
18892,522530,2017,2 user reviews
18893,553760,2017,Positive
18895,562460,2017,8 user reviews
18897,562010,2017,Mixed
18898,597910,2017,4 user reviews
18899,591350,2017,Positive
18903,454930,2016,Mostly Negative
18904,600560,2017,Positive
18906,594184,2017,Positive
18907,568920,2017,Positive
18909,596530,2017,5 user reviews
18910,600530,2017,4 user reviews
18911,556840,2017,Mostly Negative
18915,577100,2017,1 user reviews
18918,588750,2017,Mixed
18919,542850,2017,Mixed
18920,600340,2017,Very Positive
18922,558420,2017,Very Positive
18925,515150,2017,2 user reviews
18927,581100,2017,Mixed
18928,599810,2017,5 user reviews
18929,595460,2017,Very Positive
18931,581800,2017,7 user reviews
18932,601280,2017,Mostly Negative
18933,513300,2017,Positive
18935,551650,2017,8 user reviews
18936,598670,2017,Positive
18939,422810,2017,Mostly Positive
18941,600450,2017,Mixed
18942,599440,2017,5 user reviews
18944,599441,2017,9 user reviews
18946,509130,2017,7 user reviews
18947,588570,2017,2 user reviews
18949,584690,2017,6 user reviews
18950,272270,2016,Mixed
18951,592040,2017,4 user reviews
18952,596120,2017,3 user reviews
18953,408030,2017,Very Positive
18954,449160,2017,2 user reviews
18955,596690,2017,Mostly Positive
18956,597810,2017,8 user reviews
18957,549850,2017,Positive
18958,588010,2017,Very Positive
18960,568490,2017,5 user reviews
18961,580820,2017,Positive
18962,448188,2017,Mixed
18963,524250,2017,Positive
18964,510240,2017,Positive
18966,413370,2017,Very Positive
18967,513550,2017,9 user reviews
18968,559430,2017,Positive
18969,568380,2017,Mostly Positive
18970,594660,2017,Mostly Positive
18971,554330,2017,7 user reviews
18973,503550,2017,Positive
18974,506510,2017,Very Positive
18976,537230,2017,Positive
18978,596170,2017,Mixed
18979,527240,2017,Mixed
18980,601420,2017,2 user reviews
18981,598240,2017,Mixed
18982,600690,2016,1 user reviews
18983,589300,2017,Mixed
18984,580730,2017,Mostly Positive
18985,575810,2017,5 user reviews
18986,520860,2017,Mixed
18991,556224,2017,3 user reviews
18992,476020,2017,Very Positive
18995,590870,2017,Mostly Negative
18998,538840,2017,Mostly Positive
18999,412620,2017,Very Positive
19000,512034,2017,Mostly Negative
19001,577380,2017,1 user reviews
19002,555530,2017,2 user reviews
19003,588050,2017,3 user reviews
19004,430930,2017,Positive
19005,380810,2017,Positive
19010,595640,2017,7 user reviews
19011,588490,1999,8 user reviews
19019,584600,2017,Mixed
19020,530610,2017,Mostly Positive
19022,516580,2017,Positive
19023,596590,2017,Positive
19024,585750,2017,2 user reviews
19025,593480,2017,2 user reviews
19026,589260,2017,2 user reviews
19027,496690,2017,Positive
19028,594960,2017,Mixed
19029,460250,2017,Positive
19030,576660,2017,7 user reviews
19032,502010,2017,Positive
19033,491420,2017,Very Positive
19040,586060,2017,Mixed
19041,589410,2016,8 user reviews
19044,591890,2017,2 user reviews
19045,581210,2016,5 user reviews
19048,468722,2017,1 user reviews
19050,584280,2017,Negative
19051,583040,2017,Very Positive
19052,567340,2017,9 user reviews
19055,596470,2017,Positive
19056,388910,2017,5 user reviews
19057,463020,2017,Very Positive
19061,348800,2017,5 user reviews
19062,539280,2017,8 user reviews
19063,539270,2017,Positive
19064,539300,2017,Mixed
19065,539290,2017,7 user reviews
19066,574310,2017,Very Positive
19067,589390,2017,Mostly Negative
19068,579890,2017,2 user reviews
19069,520645,2017,1 user reviews
19070,575840,2017,Positive
19071,574850,2017,Mostly Positive
19072,585220,2017,5 user reviews
19075,497730,2017,Very Positive
19076,440250,2017,Positive
19077,591950,2017,Mixed
19078,585590,2017,1 user reviews
19079,449380,2017,Positive
19080,587070,2017,3 user reviews
19081,573060,2017,Mostly Positive
19082,580780,2013,1 user reviews
19084,590770,2017,4 user reviews
19086,548480,2017,Mostly Negative
19087,581370,2017,Mixed
19089,390100,2017,Mixed
19090,501270,2017,2 user reviews
19092,572520,2017,Mostly Positive
19093,521800,2015,Very Positive
19094,571730,2017,8 user reviews
19095,586910,2017,Mostly Positive
19096,489110,2017,Positive
19098,572380,2017,1 user reviews
19100,572381,2017,3 user reviews
19101,572382,2017,1 user reviews
19102,582750,1970,1 user reviews
19105,587690,2017,4 user reviews
19106,581600,2017,Mostly Negative
19107,589190,2017,7 user reviews
19109,589160,2017,Mixed
19115,579700,1987,1 user reviews
19116,579680,1981,1 user reviews
19117,593470,1983,1 user reviews
19118,579610,1980,1 user reviews
19119,579630,1983,1 user reviews
19124,500233,2017,9 user reviews
19125,532690,2017,9 user reviews
19126,588970,2017,Very Positive
19128,569500,2017,3 user reviews
19129,586960,2017,Very Positive
19130,587414,2017,1 user reviews
19131,505730,2017,Very Positive
19132,570220,2017,Very Positive
19133,564550,2002,2 user reviews
19134,584240,2017,Positive
19135,586420,2017,9 user reviews
19136,565240,2017,6 user reviews
19137,528051,2017,Positive
19138,528053,2017,6 user reviews
19139,592490,2017,Positive
19140,520720,2017,Mostly Positive
19141,509724,2017,3 user reviews
19145,563520,2017,4 user reviews
19146,587480,2017,1 user reviews
19147,562760,2017,Mixed
19149,592800,2017,Mostly Positive
19152,448800,2017,Positive
19153,572710,2014,1 user reviews
19154,593360,2017,1 user reviews
19162,590290,2017,4 user reviews
19163,362150,2017,5 user reviews
19164,488690,2017,Mostly Positive
19165,474740,2017,Mostly Positive
19166,587170,2017,9 user reviews
19167,502700,2017,Positive
19168,572020,2017,Positive
19169,529760,2017,Mostly Negative
19170,579980,1995,Positive
19171,586430,2017,1 user reviews
19172,587390,2017,3 user reviews
19173,242610,2017,Positive
19175,587410,2017,3 user reviews
19176,587411,2017,2 user reviews
19177,555532,2017,2 user reviews
19179,586040,2017,Mostly Positive
19180,416020,2017,Mixed
19181,581970,2017,Mostly Positive
19182,557020,2017,6 user reviews
19183,585950,2017,Very Positive
19184,575360,2017,1 user reviews
19185,492410,2017,Mostly Positive
19186,535330,2017,Positive
19187,576060,2017,7 user reviews
19189,576980,2017,Positive
19190,578740,2017,3 user reviews
19191,586540,2017,Mixed
19193,578830,2017,Mixed
19198,571330,2017,1 user reviews
19199,553180,2017,2 user reviews
19201,525070,2017,2 user reviews
19205,540860,2017,Mostly Positive
19207,485830,2017,Mixed
19208,496439,2017,1 user reviews
19209,558790,2017,Positive
19210,553260,2017,Mixed
19211,414330,2017,Mostly Negative
19212,564940,2017,Positive
19214,591710,2017,Mostly Positive
19215,587210,2017,6 user reviews
19216,372080,2017,Positive
19217,560180,2017,6 user reviews
19220,581060,2017,Mixed
19221,591480,2017,7 user reviews
19225,586230,2017,Positive
19226,385130,2017,Positive
19228,500234,2017,9 user reviews
19229,570361,2017,9 user reviews
19230,586340,2017,Positive
19231,489260,2017,Mostly Positive
19232,586460,2011,5 user reviews
19233,401800,2017,Mostly Positive
19234,586530,2017,Mostly Negative
19235,585840,2017,Very Positive
19236,553160,2017,6 user reviews
19237,562540,2017,Mixed
19241,515980,2017,Mixed
19242,375750,2017,Very Positive
19243,396350,2017,Very Positive
19244,585690,2017,Mixed
19245,555430,2017,2 user reviews
19248,526160,2017,Mostly Positive
19251,590360,2017,7 user reviews
19252,587660,2017,4 user reviews
19255,588100,2017,Very Positive
19259,537080,2017,2 user reviews
19260,560170,1997,Mostly Positive
19262,307110,2017,Very Positive
19263,582800,1987,2 user reviews
19264,586620,2017,Mostly Negative
19265,466160,2017,9 user reviews
19266,416360,2017,Very Positive
19267,546460,2017,9 user reviews
19269,579410,2017,2 user reviews
19270,510510,2017,Mixed
19271,564710,2017,Very Positive
19272,563150,2017,Mostly Positive
19273,585990,2017,Mostly Positive
19274,381890,2017,Positive
19276,579730,2017,1 user reviews
19277,431650,2017,Mostly Positive
19278,446840,2017,Very Positive
19280,509714,2017,2 user reviews
19281,509717,2017,2 user reviews
19283,527280,2017,Mixed
19284,332270,2017,Mostly Positive
19285,510840,2017,4 user reviews
19286,577990,1997,Positive
19287,586700,2017,1 user reviews
19288,570170,2017,4 user reviews
19289,570160,2017,1 user reviews
19290,570180,2017,3 user reviews
19291,570181,2017,4 user reviews
19292,570200,2017,2 user reviews
19293,540810,2017,Mixed
19294,570190,2017,4 user reviews
19296,454410,2017,Very Positive
19297,586900,2017,5 user reviews
19299,562090,2017,1 user reviews
19300,585880,2017,Very Positive
19301,576810,2017,Very Positive
19302,573780,2017,Mostly Positive
19303,573370,2017,Positive
19305,578890,2017,6 user reviews
19312,547930,2017,Mixed
19313,576390,2017,Mostly Negative
19314,587010,2017,2 user reviews
19315,536579,2017,2 user reviews
19317,586930,2015,2 user reviews
19319,402910,2017,3 user reviews
19320,588790,2017,4 user reviews
19321,588830,2017,8 user reviews
19322,588840,2017,1 user reviews
19325,513890,2017,Very Positive
19326,562490,2017,Very Positive
19327,575580,2017,Mostly Positive
19328,560720,2013,Positive
19329,560760,2013,Mixed
19330,560740,2014,Positive
19331,560730,2014,Mixed
19332,560750,2016,Mixed
19333,581640,2017,Mostly Positive
19334,560820,2013,Mixed
19335,312430,2017,Mixed
19336,576470,2017,Positive
19338,428690,2016,Mostly Positive
19341,446790,2017,Mostly Positive
19342,549260,2017,Very Positive
19344,514140,2006,3 user reviews
19345,577600,2017,2 user reviews
19346,578030,2017,9 user reviews
19348,578380,2017,2 user reviews
19349,587050,2017,Mixed
19351,581590,2017,Mixed
19354,515140,2017,3 user reviews
19355,581840,2017,7 user reviews
19356,568400,2017,Mostly Positive
19357,525290,2017,Mixed
19358,587770,2017,9 user reviews
19360,509780,2017,Positive
19361,584820,2017,1 user reviews
19362,525520,2017,8 user reviews
19363,575740,2017,4 user reviews
19364,557400,2017,Very Positive
19365,586680,2017,2 user reviews
19366,587590,2017,Mostly Negative
19367,401810,2017,Very Positive
19368,540230,2017,5 user reviews
19373,579330,2017,Negative
19377,583640,2017,Positive
19378,439340,2017,Mostly Positive
19379,587910,2017,2 user reviews
19380,582350,2017,2 user reviews
19381,574690,2017,4 user reviews
19382,562840,2017,Mixed
19383,496820,2017,4 user reviews
19386,509980,2017,Mostly Positive
19388,577700,2017,Positive
19390,582580,2017,Mixed
19391,432890,2017,9 user reviews
19392,500210,2017,3 user reviews
19393,436520,2017,Mixed
19395,556120,2017,Mostly Positive
19397,568980,2017,Positive
19398,581400,2017,2 user reviews
19399,573290,2017,3 user reviews
19400,571880,2017,Very Positive
19401,569840,2017,Mixed
19402,585770,2017,5 user reviews
19403,585560,2017,5 user reviews
19404,565220,2017,9 user reviews
19405,528050,2017,Positive
19407,586450,2017,7 user reviews
19409,575590,2017,Positive
19411,576160,2017,4 user reviews
19412,506460,2017,2 user reviews
19413,584770,2017,Very Positive
19415,528450,2017,Mixed
19416,341890,2017,Mixed
19417,495280,2017,Very Positive
19419,585740,2017,Mostly Negative
19420,578560,2017,3 user reviews
19421,575680,2017,3 user reviews
19422,585830,2017,Mixed
19423,586570,2017,2 user reviews
19424,528610,2017,Mixed
19425,481600,2017,Mixed
19426,554600,2017,Very Positive
19427,586560,2016,3 user reviews
19428,575500,2017,2 user reviews
19431,469790,2017,Very Positive
19432,577840,2017,Mostly Positive
19433,440900,2017,Mixed
19434,581430,2017,Mostly Negative
19435,581610,2017,Mostly Negative
19436,573530,2017,7 user reviews
19437,575510,2017,Mostly Positive
19438,577490,2017,Positive
19439,585780,2017,Mixed
19440,477730,2017,Very Positive
19442,572010,2017,Mixed
19443,581890,2017,7 user reviews
19444,426210,2017,Mostly Positive
19445,586090,2017,Mixed
19446,514620,2017,6 user reviews
19448,584760,2017,7 user reviews
19449,540340,2017,Mixed
19451,562480,2017,Positive
19452,505120,2017,Mixed
19454,572570,2016,7 user reviews
19455,572580,2016,Mixed
19457,582840,2017,8 user reviews
19458,565660,2017,Mixed
19460,584141,2017,Very Positive
19462,561480,2017,Positive
19463,434310,2017,Mostly Positive
19465,536577,2017,3 user reviews
19466,580700,2017,1 user reviews
19467,523210,2017,Very Positive
19468,579100,2017,1 user reviews
19469,585130,2017,1 user reviews
19471,537380,2017,1 user reviews
19472,573010,2017,1 user reviews
19473,583760,2017,Very Positive
19474,521690,2017,4 user reviews
19475,554570,2017,Mostly Positive
19476,521650,2017,2 user reviews
19477,521660,2017,2 user reviews
19481,445220,2017,Very Positive
19482,448290,2017,Very Positive
19483,581950,2017,2 user reviews
19484,540690,2017,Mixed
19489,581030,2017,Mostly Negative
19490,570380,2017,Mostly Negative
19491,425450,2017,Mixed
19492,555580,2017,Positive
19494,518130,2017,Positive
19495,377150,2017,Mostly Positive
19496,540681,2017,1 user reviews
19497,540682,2016,2 user reviews
19498,540680,2017,3 user reviews
19499,581650,2017,Very Positive
19500,564720,2017,3 user reviews
19501,579150,2017,Mixed
19502,541240,2017,Positive
19503,551550,2017,8 user reviews
19504,536450,2017,Positive
19506,461390,2017,Mixed
19507,556990,2017,5 user reviews
19509,576050,2017,Mixed
19510,439530,2017,8 user reviews
19512,554150,2017,Positive
19513,552350,2017,Mixed
19514,558241,2017,Very Positive
19515,558242,2017,Positive
19516,582430,2017,Mixed
19517,352550,2017,Mostly Negative
19518,566670,2017,Positive
19520,333990,2017,Mostly Positive
19521,565980,2017,Mixed
19522,578350,2017,Mixed
19523,402220,2017,Mostly Positive
19524,582150,2017,Mixed
19525,578430,2017,Positive
19528,575750,2017,2 user reviews
19529,502370,2017,Very Positive
19530,550540,2017,Mixed
19531,536576,2017,Mostly Negative
19532,376979,2017,Positive
19535,581820,2017,Mostly Positive
19536,295670,2017,Mostly Positive
19537,581470,2017,Mixed
19538,575960,2017,Mixed
19540,377030,2017,1 user reviews
19541,580051,2017,7 user reviews
19542,377010,2017,1 user reviews
19543,552390,2017,9 user reviews
19546,571810,2017,Positive
19548,550890,2016,2 user reviews
19549,567660,2015,2 user reviews
19550,555010,2017,Mostly Positive
19551,388960,2017,Mixed
19553,557970,2017,7 user reviews
19554,505290,2017,2 user reviews
19555,568970,2017,Mixed
19556,573300,2017,Mostly Positive
19557,514990,2017,Mixed
19558,578930,2017,Positive
19559,509699,2017,1 user reviews
19563,464850,2017,Mixed
19565,516480,2017,Very Positive
19566,380860,2017,Positive
19568,572030,2017,1 user reviews
19570,578320,2017,2 user reviews
19576,576280,2017,Positive
19577,555890,2017,9 user reviews
19578,477720,2017,5 user reviews
19579,579920,2017,Positive
19580,567600,2017,Mixed
19581,552570,2017,2 user reviews
19582,573770,2016,Very Positive
19588,577930,2017,1 user reviews
19593,291860,2017,Overwhelmingly Positive
19597,460210,2017,5 user reviews
19598,520646,2017,1 user reviews
19599,520641,2017,2 user reviews
19600,567890,2017,8 user reviews
19601,577740,2017,Mixed
19602,495750,2014,Positive
19603,576350,2016,4 user reviews
19610,545650,2017,Mixed
19612,567370,2017,Positive
19614,563300,2017,2 user reviews
19615,569590,2016,6 user reviews
19617,580160,2017,2 user reviews
19618,376969,2017,Positive
19619,556180,2017,Very Positive
19620,305700,2017,6 user reviews
19621,500239,2017,Mostly Negative
19622,575080,2017,1 user reviews
19623,575640,2017,Very Positive
19626,550670,2016,Mostly Negative
19630,571120,2017,2 user reviews
19631,455710,2017,Mostly Negative
19632,577310,2017,1 user reviews
19633,536730,2017,2 user reviews
19636,576540,2017,Mostly Positive
19638,576770,2017,Very Positive
19640,578260,2017,Mixed
19644,556250,2017,3 user reviews
19645,429660,2017,Overwhelmingly Positive
19646,569140,2017,4 user reviews
19647,388471,2017,Very Positive
19648,566200,2017,2 user reviews
19650,509698,2017,2 user reviews
19652,564260,2017,3 user reviews
19654,555410,2017,2 user reviews
19655,565330,2017,1 user reviews
19656,569360,2017,Positive
19658,548720,2017,4 user reviews
19659,555400,2017,Very Positive
19660,437730,2017,Positive
19661,574630,2017,Mixed
19663,560000,2016,Positive
19664,563250,2017,5 user reviews
19665,576920,2017,1 user reviews
19667,531520,2014,4 user reviews
19668,521230,2017,Positive
19669,572740,2004,1 user reviews
19671,578200,2017,2 user reviews
19672,578770,2017,3 user reviews
19673,569050,2017,3 user reviews
19674,576730,2017,Mixed
19676,533170,2017,Mostly Negative
19677,468540,2017,1 user reviews
19679,574810,2017,Mixed
19685,568670,2017,3 user reviews
19686,526740,2016,Mixed
19687,568320,2017,Very Positive
19688,547820,2017,Mixed
19689,576030,2017,Very Positive
19690,576800,2017,8 user reviews
19691,561010,2017,Positive
19693,574640,2017,Mixed
19695,437390,2017,8 user reviews
19699,516410,2017,Mixed
19700,564900,2017,Mostly Negative
19701,430324,2017,8 user reviews
19702,515130,2017,Positive
19703,568960,2017,Mixed
19706,470220,2016,Mixed
19708,560940,2016,1 user reviews
19711,560941,2016,4 user reviews
19712,509689,2017,1 user reviews
19715,509692,2017,2 user reviews
19728,571550,2017,5 user reviews
19729,562240,2017,Negative
19730,461730,2017,Mostly Positive
19731,574620,2016,Mixed
19732,540900,2017,Mixed
19734,534190,2017,Positive
19735,520080,2017,3 user reviews
19736,434300,2017,6 user reviews
19740,550440,2012,1 user reviews
19745,444490,2016,Mostly Positive
19749,575490,2016,9 user reviews
19750,519020,2016,3 user reviews
19751,490910,2016,8 user reviews
19752,573210,2016,Mixed
19753,574990,2016,Mostly Positive
19754,574030,2016,Mixed
19755,372980,2015,1 user reviews
19756,568020,2015,Positive
19757,547540,2016,Positive
19758,549770,2016,Mostly Negative
19761,512560,2016,Mixed
19772,569241,2016,4 user reviews
19774,574680,2016,3 user reviews
19776,566560,2016,2 user reviews
19777,572760,2016,1 user reviews
19778,507340,2016,6 user reviews
19780,573640,2016,1 user reviews
19781,514570,2016,Mixed
19784,558680,2016,Mostly Positive
19790,573920,2016,4 user reviews
19791,574380,1990,2 user reviews
19793,565510,2016,1 user reviews
19794,571920,1982,1 user reviews
19795,557040,2016,Mostly Positive
19797,571670,2016,3 user reviews
19798,558010,2016,1 user reviews
19799,537990,2016,Mixed
19800,556720,2016,Mostly Negative
19811,500420,2016,Positive
19812,398120,2016,Mixed
19816,565610,2016,Very Positive
19817,567010,2016,Very Positive
19818,567900,2016,1 user reviews
19820,569850,2016,3 user reviews
19821,545590,2016,Positive
19824,573880,2016,4 user reviews
19826,451990,2016,Mostly Positive
19828,556880,2016,Very Positive
19829,407840,2015,Mixed
19830,527190,2016,Very Positive
19832,570800,2016,2 user reviews
19833,570930,2016,Positive
19834,573350,2016,5 user reviews
19836,566910,2016,Mixed
19838,569490,2016,Mixed
19840,570310,2016,Positive
19841,557580,2016,Mostly Positive
19843,547210,2016,4 user reviews
19844,571440,2016,1 user reviews
19845,542280,2016,Mostly Positive
19846,526002,2016,3 user reviews
19848,557570,2016,Positive
19850,500320,2016,Mixed
19853,480540,2016,Positive
19854,526860,2016,1 user reviews
19855,545820,2016,Mixed
19857,512700,2016,1 user reviews
19858,538290,2016,1 user reviews
19859,538300,2016,2 user reviews
19861,512032,2016,Overwhelmingly Negative
19862,512033,2016,Mostly Negative
19865,540711,2016,Positive
19866,480530,2016,Mixed
19867,253840,2016,Very Positive
19868,569610,2016,Mostly Positive
19876,567850,2016,1 user reviews
19877,569000,2016,Positive
19879,534910,2016,Mixed
19880,350272,2016,Mostly Negative
19881,564400,2016,Very Positive
19882,564730,2016,8 user reviews
19884,535280,2016,Positive
19885,539250,2016,Positive
19886,559900,2016,Mixed
19888,570960,2016,Very Positive
19889,569520,2016,7 user reviews
19891,525016,2016,2 user reviews
19892,525017,2016,3 user reviews
19893,525014,2016,2 user reviews
19894,568950,2016,Very Positive
19895,558391,2016,3 user reviews
19896,491020,2016,2 user reviews
